decision_id,slot_id,action,tile_id,program,request_id,reason
D001280,N20261009-S012,wait,,,,no legal observable candidate can finish in its known window
D001281,N20261009-S013,wait,,,,no legal observable candidate can finish in its known window
D001282,N20261009-S014,wait,,,,no legal observable candidate can finish in its known window
D001283,N20261009-S015,wait,,,,no legal observable candidate can finish in its known window
D001284,N20261009-S016,wait,,,,no legal observable candidate can finish in its known window
D001285,N20261009-S017,wait,,,,no legal observable candidate can finish in its known window
D001286,N20261009-S018,wait,,,,no legal observable candidate can finish in its known window
D001287,N20261009-S019,wait,,,,no legal observable candidate can finish in its known window
D001288,N20261009-S020,wait,,,,no legal observable candidate can finish in its known window
D001289,N20261009-S021,wait,,,,no legal observable candidate can finish in its known window
D001290,N20261009-S022,wait,,,,no legal observable candidate can finish in its known window
D001291,N20261009-S023,wait,,,,no legal observable candidate can finish in its known window
D001292,N20261009-S024,wait,,,,no legal observable candidate can finish in its known window
D001293,N20261009-S025,wait,,,,no legal observable candidate can finish in its known window
D001294,N20261009-S026,wait,,,,no legal observable candidate can finish in its known window
D001295,N20261009-S027,wait,,,,no legal observable candidate can finish in its known window
D001296,N20261009-S028,wait,,,,no legal observable candidate can finish in its known window
D001297,N20261009-S029,wait,,,,no legal observable candidate can finish in its known window
D001298,N20261009-S030,wait,,,,no legal observable candidate can finish in its known window
D001299,N20261009-S031,wait,,,,no legal observable candidate can finish in its known window
D001300,N20261009-S032,wait,,,,no legal observable candidate can finish in its known window
D001301,N20261009-S033,wait,,,,no legal observable candidate can finish in its known window
D001302,N20261009-S034,wait,,,,no legal observable candidate can finish in its known window
D001303,N20261009-S035,wait,,,,no legal observable candidate can finish in its known window
D001304,N20261009-S036,wait,,,,no legal observable candidate can finish in its known window
D001305,N20261009-S037,wait,,,,no legal observable candidate can finish in its known window
D001306,N20261009-S038,wait,,,,no legal observable candidate can finish in its known window
D001307,N20261009-S039,wait,,,,no legal observable candidate can finish in its known window
D001308,N20261009-S040,wait,,,,no legal observable candidate can finish in its known window
D001309,N20261009-S041,wait,,,,no legal observable candidate can finish in its known window
D001310,N20261009-S042,wait,,,,no legal observable candidate can finish in its known window
D001311,N20261010-S001,wait,,,,no legal observable candidate can finish in its known window
D001312,N20261010-S002,wait,,,,no legal observable candidate can finish in its known window
D001313,N20261010-S003,wait,,,,no legal observable candidate can finish in its known window
D001314,N20261010-S004,wait,,,,no legal observable candidate can finish in its known window
D001315,N20261010-S005,wait,,,,no legal observable candidate can finish in its known window
D001316,N20261010-S006,wait,,,,no legal observable candidate can finish in its known window
D001317,N20261010-S007,wait,,,,no legal observable candidate can finish in its known window
D001318,N20261010-S008,wait,,,,no legal observable candidate can finish in its known window
D001319,N20261010-S009,wait,,,,no legal observable candidate can finish in its known window
D001320,N20261010-S010,wait,,,,no legal observable candidate can finish in its known window
D001321,N20261010-S011,wait,,,,no legal observable candidate can finish in its known window
D001322,N20261010-S012,wait,,,,no legal observable candidate can finish in its known window
D001323,N20261010-S013,wait,,,,no legal observable candidate can finish in its known window
D001324,N20261010-S014,wait,,,,no legal observable candidate can finish in its known window
D001325,N20261010-S015,wait,,,,no legal observable candidate can finish in its known window
D001326,N20261010-S016,wait,,,,no legal observable candidate can finish in its known window
D001327,N20261010-S017,wait,,,,no legal observable candidate can finish in its known window
D001328,N20261010-S018,wait,,,,no legal observable candidate can finish in its known window
D001329,N20261010-S019,wait,,,,no legal observable candidate can finish in its known window
D001330,N20261010-S020,wait,,,,no legal observable candidate can finish in its known window
D001331,N20261010-S021,wait,,,,no legal observable candidate can finish in its known window
D001332,N20261010-S022,wait,,,,no legal observable candidate can finish in its known window
D001333,N20261010-S023,wait,,,,no legal observable candidate can finish in its known window
D001334,N20261010-S024,wait,,,,no legal observable candidate can finish in its known window
D001335,N20261010-S025,wait,,,,no legal observable candidate can finish in its known window
D001336,N20261010-S026,wait,,,,no legal observable candidate can finish in its known window
D001337,N20261010-S027,wait,,,,no legal observable candidate can finish in its known window
D001338,N20261010-S028,wait,,,,no legal observable candidate can finish in its known window
D001339,N20261010-S029,wait,,,,no legal observable candidate can finish in its known window
D001340,N20261010-S030,wait,,,,no legal observable candidate can finish in its known window
D001341,N20261010-S031,wait,,,,no legal observable candidate can finish in its known window
D001342,N20261010-S032,wait,,,,no legal observable candidate can finish in its known window
D001343,N20261010-S033,wait,,,,no legal observable candidate can finish in its known window
D001344,N20261010-S034,wait,,,,no legal observable candidate can finish in its known window
D001345,N20261010-S035,wait,,,,no legal observable candidate can finish in its known window
D001346,N20261010-S036,wait,,,,no legal observable candidate can finish in its known window
D001347,N20261010-S037,wait,,,,no legal observable candidate can finish in its known window
D001348,N20261010-S038,wait,,,,no legal observable candidate can finish in its known window
D001349,N20261010-S039,wait,,,,no legal observable candidate can finish in its known window
D001350,N20261010-S040,wait,,,,no legal observable candidate can finish in its known window
D001351,N20261010-S041,wait,,,,no legal observable candidate can finish in its known window
D001352,N20261010-S042,wait,,,,no legal observable candidate can finish in its known window
D001353,N20261011-S001,wait,,,,no legal observable candidate can finish in its known window
D001354,N20261011-S002,wait,,,,no legal observable candidate can finish in its known window
D001355,N20261011-S003,wait,,,,no legal observable candidate can finish in its known window
D001356,N20261011-S004,wait,,,,no legal observable candidate can finish in its known window
D001357,N20261011-S005,wait,,,,no legal observable candidate can finish in its known window
D001358,N20261011-S006,wait,,,,no legal observable candidate can finish in its known window
D001359,N20261011-S007,wait,,,,no legal observable candidate can finish in its known window
